classification_id,credit_id,client_id,date_classification,categorie_reglementaire,categorie_bale_ii,categorie_ifrs9,jours_retard,probabilite_defaut_pd,perte_en_cas_defaut_lgd,exposition_en_cas_defaut_ead,perte_attendue_el,provision_requise,provision_constituee,taux_provisionnement,indicateur_forborne,date_restructuration,indicateur_contentieux,date_entree_contentieux,motif_classification,observation,validateur_id,date_validation,date_prochaine_revue
CLS-001501,CRD-001501,CLI-001841,2025-10-12,Saine,C,Stage 1,0,0.0153,0.2474,12949.89,49.16,51.27,50.81,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.284299,2026-12-10 14:53:30.284299
CLS-001502,CRD-001502,CLI-002116,2022-04-17,Saine,A,Stage 1,0,0.0106,0.5296,18316.11,102.92,119.31,113.4,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.287301,2026-12-10 14:53:30.287301
CLS-001503,CRD-001503,CLI-004438,2024-11-12,Saine,C,Stage 1,0,0.0084,0.4424,39804.12,148.6,156.18,155.1,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.290294,2026-12-10 14:53:30.290294
CLS-001504,CRD-001504,CLI-001147,2025-09-21,Saine,B,Stage 1,0,0.0147,0.3501,22529.43,116.34,133.51,126.93,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.293308,2026-12-10 14:53:30.293308
CLS-001505,CRD-001505,CLI-002487,2025-06-02,Saine,C,Stage 1,0,0.0096,0.5803,167873.31,932.56,1036.76,1000.11,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.296296,2026-12-10 14:53:30.296296
CLS-001506,CRD-001506,CLI-000045,2024-09-25,Saine,A,Stage 1,0,0.0167,0.4539,47490.21,360.92,425.59,420.24,0.0,1,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.300296,2026-12-10 14:53:30.300296
CLS-001507,CRD-001507,CLI-002155,2025-03-22,Saine,B,Stage 1,0,0.0077,0.6897,13070.68,69.32,78.86,78.21,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.303297,2026-12-10 14:53:30.303297
CLS-001508,CRD-001508,CLI-001527,2025-07-10,Saine,B,Stage 1,0,0.0154,0.5469,5684.16,47.79,51.98,51.74,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.306297,2026-12-10 14:53:30.306297
CLS-001509,CRD-001509,CLI-004856,2024-06-26,Saine,C,Stage 1,0,0.0171,0.4972,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.310318,2026-12-10 14:53:30.310318
CLS-001510,CRD-001510,CLI-001379,2022-12-29,Saine,B,Stage 1,0,0.0082,0.5181,10112.85,42.78,50.57,49.0,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:30.312319,2026-12-10 14:53:30.312319
CLS-001511,CRD-001511,CLI-001766,2025-07-10,Saine,C,Stage 2,17,0.0284,0.3115,7730.3,68.43,71.06,69.47,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.317522,2026-12-10 14:53:30.317522
CLS-001512,CRD-001512,CLI-003013,2026-10-31,Saine,A,Stage 1,0,0.0051,0.4691,1649.66,3.98,4.08,3.89,0.0,1,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.320522,2026-12-10 14:53:30.320522
CLS-001513,CRD-001513,CLI-000414,2027-08-03,Saine,A,Stage 1,0,0.0081,0.4618,759.39,2.85,2.94,2.79,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.323726,2026-12-10 14:53:30.323726
CLS-001514,CRD-001514,CLI-004285,2023-01-16,Saine,B,Stage 1,0,0.0159,0.5566,16188.6,143.49,171.22,168.81,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.326725,2026-12-10 14:53:30.326725
CLS-001515,CRD-001515,CLI-001408,2024-06-09,Saine,C,Stage 1,0,0.0138,0.5042,41559.54,288.34,322.03,309.23,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.329748,2026-12-10 14:53:30.329748
CLS-001516,CRD-001516,CLI-001659,2024-10-08,Saine,C,Stage 1,0,0.0117,0.4114,5263.45,25.33,28.12,27.57,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.332748,2026-12-10 14:53:30.332748
CLS-001517,CRD-001517,CLI-000802,2026-01-24,Saine,C,Stage 2,42,0.0989,0.2892,48479.35,1386.22,1603.86,1565.15,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:30.334750,2026-12-10 14:53:30.334750
CLS-001518,CRD-001518,CLI-001289,2023-06-14,Saine,C,Stage 1,0,0.0118,0.3661,5836.63,25.3,26.63,26.34,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.337750,2026-12-10 14:53:30.337750
CLS-001519,CRD-001519,CLI-002183,2025-12-25,Saine,C,Stage 1,0,0.0157,0.6124,10627.2,102.46,102.5,99.27,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.339749,2026-12-10 14:53:30.339749
CLS-001520,CRD-001520,CLI-002589,2023-08-16,Douteuse,D,Stage 3,246,0.5849,0.6778,18545.33,7351.84,7948.1,7641.84,0.5,1,,1,2023-12-14,Retard de paiement,Classification automatique,VAL-007,2026-09-11 14:53:30.342724,2026-12-10 14:53:30.342724
CLS-001521,CRD-001521,CLI-002616,2026-06-07,Saine,B,Stage 1,0,0.0064,0.6219,94506.62,373.57,403.39,400.16,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.346729,2026-12-10 14:53:30.346729
CLS-001522,CRD-001522,CLI-002319,2024-02-10,Saine,C,Stage 1,0,0.017,0.4962,377.22,3.18,3.62,3.62,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.349729,2026-12-10 14:53:30.349729
CLS-001523,CRD-001523,CLI-000257,2023-01-26,Saine,A,Stage 1,0,0.0179,0.3908,18237.57,127.55,140.12,133.47,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.352743,2026-12-10 14:53:30.352743
CLS-001524,CRD-001524,CLI-004542,2024-02-03,Saine,C,Stage 2,51,0.0575,0.4112,36720.07,868.7,885.4,884.93,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-013,2026-09-11 14:53:30.355747,2026-12-10 14:53:30.355747
CLS-001525,CRD-001525,CLI-001730,2023-04-14,Saine,B,Stage 1,0,0.0139,0.2855,51910.75,206.66,211.67,208.56,0.0,1,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.358747,2026-12-10 14:53:30.358747
CLS-001526,CRD-001526,CLI-001152,2023-08-23,Saine,C,Stage 1,0,0.0153,0.3621,112237.04,620.0,669.87,656.64,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.361747,2026-12-10 14:53:30.361747
CLS-001527,CRD-001527,CLI-004145,2027-03-19,Saine,A,Stage 1,0,0.0066,0.4694,448805.67,1395.91,1664.69,1589.76,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.364747,2026-12-10 14:53:30.364747
CLS-001528,CRD-001528,CLI-000648,2025-12-22,Saine,B,Stage 1,0,0.0166,0.3646,166732.02,1006.7,1143.99,1110.98,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.367747,2026-12-10 14:53:30.367747
CLS-001529,CRD-001529,CLI-002909,2024-03-12,Saine,B,Stage 1,0,0.0136,0.3223,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.369747,2026-12-10 14:53:30.369747
CLS-001530,CRD-001530,CLI-001703,2022-09-03,Saine,B,Stage 1,0,0.0179,0.4461,9425.77,75.35,90.22,89.5,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.372747,2026-12-10 14:53:30.372747
CLS-001531,CRD-001531,CLI-001882,2024-02-11,Saine,B,Stage 1,0,0.0191,0.3675,19298.73,135.6,160.39,153.22,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.374743,2026-12-10 14:53:30.374743
CLS-001532,CRD-001532,CLI-003769,2026-01-09,Saine,A,Stage 1,0,0.0149,0.7481,4739.6,52.98,57.66,56.65,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:30.378729,2026-12-10 14:53:30.378729
CLS-001533,CRD-001533,CLI-001316,2023-12-17,Saine,B,Stage 1,0,0.0098,0.4156,7955.73,32.29,32.91,32.51,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.380728,2026-12-10 14:53:30.380728
CLS-001534,CRD-001534,CLI-002270,2026-04-07,Saine,B,Stage 1,0,0.0162,0.3037,105021.94,515.36,563.9,545.64,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.383729,2026-12-10 14:53:30.383729
CLS-001535,CRD-001535,CLI-001967,2023-05-12,Saine,C,Stage 2,73,0.0794,0.4758,198024.9,7478.67,7772.67,7577.22,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-020,2026-09-11 14:53:30.386729,2026-12-10 14:53:30.386729
CLS-001536,CRD-001536,CLI-002466,2023-07-28,Saine,C,Stage 1,0,0.0061,0.4768,49058.99,141.72,147.14,146.5,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.388729,2026-12-10 14:53:30.388729
CLS-001537,CRD-001537,CLI-003856,2023-09-27,Saine,C,Stage 1,0,0.0165,0.2193,15051.91,54.33,62.75,59.84,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.392022,2026-12-10 14:53:30.392022
CLS-001538,CRD-001538,CLI-001351,2023-08-01,Saine,C,Stage 1,0,0.0196,0.5741,141346.5,1591.02,1802.1,1739.95,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.395023,2026-12-10 14:53:30.395023
CLS-001539,CRD-001539,CLI-003297,2024-01-28,Saine,A,Stage 1,0,0.0063,0.64,105464.94,427.99,483.12,480.36,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.397024,2026-12-10 14:53:30.397024
CLS-001540,CRD-001540,CLI-000113,2026-09-10,Saine,C,Stage 1,0,0.0107,0.4455,59710.73,284.24,307.75,304.43,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.400163,2026-12-10 14:53:30.400163
CLS-001541,CRD-001541,CLI-003134,2026-05-29,Saine,C,Stage 1,0,0.0192,0.5072,4153.44,40.53,43.86,43.58,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.402167,2026-12-10 14:53:30.402167
CLS-001542,CRD-001542,CLI-000264,2022-09-03,Saine,B,Stage 1,0,0.0117,0.3949,81825.9,376.81,386.84,376.09,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.405162,2026-12-10 14:53:30.405162
CLS-001543,CRD-001543,CLI-001394,2026-02-17,Douteuse,D,Stage 3,337,0.4385,0.5191,45433.66,10342.68,11219.14,11170.6,0.5,0,,1,2026-05-19,Retard de paiement,Classification automatique,VAL-010,2026-09-11 14:53:30.408144,2026-12-10 14:53:30.408144
CLS-001544,CRD-001544,CLI-001879,2023-10-13,Saine,A,Stage 1,0,0.0074,0.5212,502944.67,1943.27,1993.3,1938.94,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.411144,2026-12-10 14:53:30.411144
CLS-001545,CRD-001545,CLI-001187,2022-11-27,Saine,A,Stage 1,0,0.0106,0.2965,1874.99,5.88,6.59,6.57,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.413144,2026-12-10 14:53:30.413144
CLS-001546,CRD-001546,CLI-003072,2024-03-25,Pré-douteuse,C,Stage 2,90,0.0643,0.6989,31171.59,1401.79,1535.37,1530.34,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-014,2026-09-11 14:53:30.416351,2026-12-10 14:53:30.416351
CLS-001547,CRD-001547,CLI-000057,2022-11-28,Saine,C,Stage 1,0,0.0173,0.5139,6367.2,56.58,63.11,62.55,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.419351,2026-12-10 14:53:30.419351
CLS-001548,CRD-001548,CLI-001310,2024-05-02,Saine,C,Stage 1,0,0.0152,0.6569,11003.33,109.97,116.32,114.35,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.421352,2026-12-10 14:53:30.421352
CLS-001549,CRD-001549,CLI-000696,2025-12-16,Saine,C,Stage 1,0,0.0063,0.457,6923.43,19.9,23.27,23.21,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.424536,2026-12-10 14:53:30.424536
CLS-001550,CRD-001550,CLI-002953,2023-02-15,Saine,C,Stage 1,0,0.0155,0.4954,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.427537,2026-12-10 14:53:30.427537
CLS-001551,CRD-001551,CLI-001727,2023-04-03,Saine,C,Stage 1,0,0.0101,0.4916,8168.79,40.38,45.99,45.03,0.0,0,,0,,Normal,Classification automatique,VAL-019,2026-09-11 14:53:30.430536,2026-12-10 14:53:30.430536
CLS-001552,CRD-001552,CLI-002092,2027-03-18,Saine,C,Stage 1,0,0.0079,0.7396,61416.37,359.76,369.93,362.02,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.433537,2026-12-10 14:53:30.433537
CLS-001553,CRD-001553,CLI-003870,2025-07-25,Saine,C,Stage 1,0,0.0198,0.4133,16714.04,136.94,147.57,140.37,0.0,1,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.435539,2026-12-10 14:53:30.435539
CLS-001554,CRD-001554,CLI-000320,2022-12-06,Saine,B,Stage 2,3,0.0443,0.7184,6025.59,191.75,199.82,194.46,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.438537,2026-12-10 14:53:30.438537
CLS-001555,CRD-001555,CLI-004321,2024-07-12,Saine,B,Stage 1,0,0.0066,0.7187,145782.65,696.29,751.45,750.23,0.0,1,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.441537,2026-12-10 14:53:30.441537
CLS-001556,CRD-001556,CLI-000683,2023-02-22,Saine,B,Stage 1,0,0.0166,0.4381,7643.01,55.65,57.18,56.48,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.444535,2026-12-10 14:53:30.444535
CLS-001557,CRD-001557,CLI-003842,2025-08-31,Saine,C,Stage 1,0,0.0074,0.3969,2217.54,6.49,7.25,7.13,0.0,0,,0,,Normal,Classification automatique,VAL-009,2026-09-11 14:53:30.446538,2026-12-10 14:53:30.446538
CLS-001558,CRD-001558,CLI-003214,2025-04-16,Saine,C,Stage 1,0,0.0181,0.6684,2488.78,30.09,31.93,30.79,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.449537,2026-12-10 14:53:30.449537
CLS-001559,CRD-001559,CLI-002003,2025-12-16,Saine,B,Stage 1,0,0.0193,0.6293,41887.67,508.7,593.18,565.58,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.452541,2026-12-10 14:53:30.452541
CLS-001560,CRD-001560,CLI-004783,2026-04-22,Saine,C,Stage 1,0,0.0079,0.71,475006.31,2666.61,2952.83,2946.48,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.454539,2026-12-10 14:53:30.454539
CLS-001561,CRD-001561,CLI-004151,2026-07-05,Saine,A,Stage 1,0,0.0167,0.4758,15188.7,120.84,133.96,133.45,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.457540,2026-12-10 14:53:30.457540
CLS-001562,CRD-001562,CLI-000287,2022-08-21,Saine,C,Stage 1,0,0.0133,0.4212,310340.78,1741.5,1941.21,1907.98,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.460558,2026-12-10 14:53:30.460558
CLS-001563,CRD-001563,CLI-001889,2023-04-09,Saine,C,Stage 1,0,0.0143,0.3829,49923.33,272.87,275.19,263.41,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:30.462560,2026-12-10 14:53:30.462560
CLS-001564,CRD-001564,CLI-002338,2026-03-10,Saine,A,Stage 1,0,0.0101,0.3889,19832.94,77.9,84.3,81.52,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.465827,2026-12-10 14:53:30.465827
CLS-001565,CRD-001565,CLI-002521,2026-05-14,Saine,C,Stage 1,0,0.017,0.208,11252.16,39.76,41.18,40.64,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.468827,2026-12-10 14:53:30.468827
CLS-001566,CRD-001566,CLI-002278,2025-05-21,Saine,A,Stage 1,0,0.0104,0.3387,4047.64,14.29,16.04,15.83,0.0,0,,0,,Normal,Classification automatique,VAL-004,2026-09-11 14:53:30.471826,2026-12-10 14:53:30.471826
CLS-001567,CRD-001567,CLI-002128,2022-11-15,Saine,C,Stage 1,0,0.0141,0.5142,34841.22,252.39,290.95,288.53,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.473827,2026-12-10 14:53:30.473827
CLS-001568,CRD-001568,CLI-003500,2025-03-18,Saine,A,Stage 1,0,0.0086,0.4075,3766.05,13.24,14.0,13.52,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.476827,2026-12-10 14:53:30.476827
CLS-001569,CRD-001569,CLI-004212,2023-03-20,Saine,C,Stage 1,0,0.0089,0.6121,56006.73,304.56,331.28,315.93,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.479826,2026-12-10 14:53:30.479826
CLS-001570,CRD-001570,CLI-002084,2026-03-27,Saine,A,Stage 1,0,0.0138,0.3165,51144.78,223.17,224.6,223.05,0.0,0,,0,,Normal,Classification automatique,VAL-008,2026-09-11 14:53:30.481827,2026-12-10 14:53:30.481827
CLS-001571,CRD-001571,CLI-000737,2024-11-21,Saine,C,Stage 1,0,0.0081,0.5092,11946.97,49.54,50.85,49.27,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.484826,2026-12-10 14:53:30.484826
CLS-001572,CRD-001572,CLI-004802,2025-02-20,Saine,A,Stage 1,0,0.0066,0.4377,44619.8,128.23,135.07,130.85,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.486829,2026-12-10 14:53:30.486829
CLS-001573,CRD-001573,CLI-000337,2022-06-02,Saine,A,Stage 1,0,0.0089,0.4802,5856.59,24.95,29.22,28.19,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.489826,2026-12-10 14:53:30.489826
CLS-001574,CRD-001574,CLI-002597,2023-11-16,Saine,B,Stage 1,0,0.0089,0.5143,7508.34,34.37,38.82,38.73,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.491826,2026-12-10 14:53:30.491826
CLS-001575,CRD-001575,CLI-002772,2023-06-12,Saine,C,Stage 1,0,0.0196,0.5431,16863.43,179.84,180.18,174.61,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.494842,2026-12-10 14:53:30.494842
CLS-001576,CRD-001576,CLI-003705,2023-07-30,Saine,C,Stage 1,0,0.0085,0.5395,151741.93,693.51,730.6,707.64,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.497846,2026-12-10 14:53:30.497846
CLS-001577,CRD-001577,CLI-004405,2023-04-05,Saine,C,Stage 1,0,0.0134,0.339,177986.54,807.35,861.93,824.56,0.0,0,,0,,Normal,Classification automatique,VAL-010,2026-09-11 14:53:30.500988,2026-12-10 14:53:30.500988
CLS-001578,CRD-001578,CLI-001072,2023-06-11,Saine,C,Stage 1,0,0.0183,0.4675,2810.84,24.07,26.06,24.81,0.0,0,,0,,Normal,Classification automatique,VAL-001,2026-09-11 14:53:30.502988,2026-12-10 14:53:30.502988
CLS-001579,CRD-001579,CLI-002291,2024-10-13,Saine,A,Stage 1,0,0.0162,0.71,1724.43,19.89,20.02,19.31,0.0,0,,0,,Normal,Classification automatique,VAL-013,2026-09-11 14:53:30.505984,2026-12-10 14:53:30.505984
CLS-001580,CRD-001580,CLI-001673,2024-04-10,Saine,C,Stage 1,0,0.0077,0.4034,8512.55,26.55,31.68,30.1,0.0,0,,0,,Normal,Classification automatique,VAL-012,2026-09-11 14:53:30.507988,2026-12-10 14:53:30.507988
CLS-001581,CRD-001581,CLI-004084,2024-07-26,Douteuse,D,Stage 3,299,0.5559,0.3834,199319.38,42480.02,48837.13,47947.06,0.5,0,,1,2024-06-01,Retard de paiement,Classification automatique,VAL-003,2026-09-11 14:53:30.510987,2026-12-10 14:53:30.510987
CLS-001582,CRD-001582,CLI-004251,2024-04-02,Saine,B,Stage 1,0,0.0175,0.3147,5494.7,30.2,34.03,33.61,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.513969,2026-12-10 14:53:30.513969
CLS-001583,CRD-001583,CLI-004114,2025-08-25,Saine,C,Stage 1,0,0.0093,0.6796,9022.39,57.33,59.44,59.22,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.519134,2026-12-10 14:53:30.519134
CLS-001584,CRD-001584,CLI-004409,2024-06-19,Saine,B,Stage 1,0,0.0195,0.4524,220247.53,1940.03,2099.82,2095.27,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.523135,2026-12-10 14:53:30.523135
CLS-001585,CRD-001585,CLI-003367,2023-05-23,Pré-douteuse,D,Stage 3,105,0.1945,0.6796,2094.73,276.87,297.46,293.87,0.2,0,,0,,Retard de paiement,Classification automatique,VAL-014,2026-09-11 14:53:30.527279,2026-12-10 14:53:30.527279
CLS-001586,CRD-001586,CLI-001489,2022-08-20,Saine,C,Stage 1,0,0.0053,0.4333,187.93,0.44,0.51,0.49,0.0,0,,0,,Normal,Classification automatique,VAL-018,2026-09-11 14:53:30.532278,2026-12-10 14:53:30.532278
CLS-001587,CRD-001587,CLI-000499,2023-06-17,Saine,A,Stage 1,0,0.0152,0.3274,15822.43,78.58,81.4,79.13,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:30.535279,2026-12-10 14:53:30.535279
CLS-001588,CRD-001588,CLI-004383,2027-05-25,Saine,B,Stage 1,0,0.0188,0.3871,40622.2,295.62,315.23,303.81,0.0,0,,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.539280,2026-12-10 14:53:30.539280
CLS-001589,CRD-001589,CLI-003480,2023-11-14,Saine,B,Stage 1,0,0.0066,0.497,617.23,2.04,2.22,2.2,0.0,0,2023-06-29,0,,Normal,Classification automatique,VAL-016,2026-09-11 14:53:30.543469,2026-12-10 14:53:30.543469
CLS-001590,CRD-001590,CLI-002582,2023-06-28,Saine,C,Stage 1,0,0.0091,0.4078,36812.12,136.88,146.14,141.15,0.0,1,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.546469,2026-12-10 14:53:30.546469
CLS-001591,CRD-001591,CLI-003124,2023-12-12,Saine,B,Stage 1,0,0.0171,0.4993,153263.11,1308.83,1316.83,1275.31,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.550471,2026-12-10 14:53:30.550471
CLS-001592,CRD-001592,CLI-002922,2025-10-28,Saine,B,Stage 1,0,0.0186,0.632,0.0,0.0,0.0,0.0,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.554467,2026-12-10 14:53:30.554467
CLS-001593,CRD-001593,CLI-004378,2023-08-24,Saine,B,Stage 1,0,0.0173,0.3909,35018.24,236.5,263.45,257.89,0.0,0,,0,,Normal,Classification automatique,VAL-002,2026-09-11 14:53:30.557470,2026-12-10 14:53:30.557470
CLS-001594,CRD-001594,CLI-002645,2023-04-11,Saine,C,Stage 1,0,0.0056,0.4222,31961.1,75.13,88.86,86.07,0.0,0,,0,,Normal,Classification automatique,VAL-007,2026-09-11 14:53:30.561468,2026-12-10 14:53:30.561468
CLS-001595,CRD-001595,CLI-004287,2026-03-10,Saine,C,Stage 1,0,0.0085,0.2768,74965.58,176.15,186.25,178.0,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.566471,2026-12-10 14:53:30.566471
CLS-001596,CRD-001596,CLI-004041,2024-03-21,Saine,A,Stage 1,0,0.0076,0.4392,21701.65,72.84,74.25,70.91,0.0,0,,0,,Normal,Classification automatique,VAL-003,2026-09-11 14:53:30.569470,2026-12-10 14:53:30.569470
CLS-001597,CRD-001597,CLI-002035,2023-05-22,Saine,A,Stage 1,0,0.0196,0.5499,10896.68,117.34,121.91,119.77,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:30.577471,2026-12-10 14:53:30.577471
CLS-001598,CRD-001598,CLI-001023,2023-01-28,Saine,C,Stage 1,0,0.0107,0.4615,45603.28,224.89,235.79,224.8,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.581470,2026-12-10 14:53:30.581470
CLS-001599,CRD-001599,CLI-002283,2024-02-14,Saine,C,Stage 1,0,0.0155,0.3245,4297.65,21.68,23.09,22.88,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.586486,2026-12-10 14:53:30.586486
CLS-001600,CRD-001600,CLI-004887,2023-05-02,Saine,C,Stage 1,0,0.0065,0.5202,17572.04,59.66,68.04,66.62,0.0,0,,0,,Normal,Classification automatique,VAL-020,2026-09-11 14:53:30.592466,2026-12-10 14:53:30.592466
CLS-001601,CRD-001601,CLI-004220,2024-08-13,Saine,C,Stage 1,0,0.0172,0.2171,8610.99,32.07,38.13,36.93,0.0,0,,0,,Normal,Classification automatique,VAL-017,2026-09-11 14:53:30.597467,2026-12-10 14:53:30.597467
CLS-001602,CRD-001602,CLI-003064,2027-03-02,Saine,C,Stage 1,0,0.0054,0.5235,120435.41,342.76,352.1,343.28,0.0,0,,0,,Normal,Classification automatique,VAL-011,2026-09-11 14:53:30.601640,2026-12-10 14:53:30.601640
CLS-001603,CRD-001603,CLI-004366,2024-06-03,Saine,C,Stage 1,0,0.0082,0.4541,5304.37,19.81,22.85,22.26,0.0,0,,0,,Normal,Classification automatique,VAL-014,2026-09-11 14:53:30.605631,2026-12-10 14:53:30.605631
CLS-001604,CRD-001604,CLI-000666,2023-01-23,Saine,C,Stage 1,0,0.0131,0.386,3298.66,16.71,17.72,17.27,0.0,0,,0,,Normal,Classification automatique,VAL-005,2026-09-11 14:53:30.608632,2026-12-10 14:53:30.608632
CLS-001605,CRD-001605,CLI-003933,2025-02-10,Saine,C,Stage 2,65,0.0551,0.5275,116098.9,3375.68,3689.14,3560.94,0.0,0,,0,,Retard de paiement,Classification automatique,VAL-015,2026-09-11 14:53:30.612657,2026-12-10 14:53:30.612657
CLS-001606,CRD-001606,CLI-002639,2023-02-21,Saine,B,Stage 1,0,0.0062,0.3205,166424.61,330.08,339.1,328.81,0.0,0,,0,,Normal,Classification automatique,VAL-015,2026-09-11 14:53:30.616863,2026-12-10 14:53:30.616863
